movieId,title,genres,title_lower,combined_text
92885,"Septième juré, Le (2008)",Crime Drama,"septième juré, le (2008)","Septième juré, Le (2008) Crime Drama"
92887,"Year and a Half in the Life of Metallica, A (1992)",Documentary Musical,"year and a half in the life of metallica, a (1992)","Year and a Half in the Life of Metallica, A (1992) Documentary Musical"
92894,Balkan Spy (Balkanski spijun) (1984),Comedy Drama,balkan spy (balkanski spijun) (1984),Balkan Spy (Balkanski spijun) (1984) Comedy Drama
92904,We Were Here (2011),Documentary,we were here (2011),We Were Here (2011) Documentary
92906,Girls on the Road (a.k.a. Hot Summer Week) (1973),Comedy Drama Thriller,girls on the road (a.k.a. hot summer week) (1973),Girls on the Road (a.k.a. Hot Summer Week) (1973) Comedy Drama Thriller
92910,Happy End (1967),Comedy,happy end (1967),Happy End (1967) Comedy
92918,New York in the 50's (2000),Documentary,new york in the 50's (2000),New York in the 50's (2000) Documentary
92920,"Hunter, The (2011)",Drama,"hunter, the (2011)","Hunter, The (2011) Drama"
92923,"Dead, The (2010)",Horror,"dead, the (2010)","Dead, The (2010) Horror"
92925,"Love Trap, The (1929)",Comedy Romance,"love trap, the (1929)","Love Trap, The (1929) Comedy Romance"
92935,Kaleidoscope (1966),Comedy Crime,kaleidoscope (1966),Kaleidoscope (1966) Comedy Crime
92938,Ghost Rider: Spirit of Vengeance (2012),Action Fantasy Thriller,ghost rider: spirit of vengeance (2012),Ghost Rider: Spirit of Vengeance (2012) Action Fantasy Thriller
92944,"Monster in Paris, A (Un monstre à Paris) (2011)",Adventure Animation Children,"monster in paris, a (un monstre à paris) (2011)","Monster in Paris, A (Un monstre à Paris) (2011) Adventure Animation Children"
92946,"Souler Opposite, The (1998)",Comedy Romance,"souler opposite, the (1998)","Souler Opposite, The (1998) Comedy Romance"
92948,Film About a Woman Who... (1974),Drama,film about a woman who... (1974),Film About a Woman Who... (1974) Drama
92954,Prayers for Bobby (2009),Drama,prayers for bobby (2009),Prayers for Bobby (2009) Drama
92956,Little Criminals (1995),Crime Drama,little criminals (1995),Little Criminals (1995) Crime Drama
92963,Bustin' Down the Door (2009),Documentary,bustin' down the door (2009),Bustin' Down the Door (2009) Documentary
92966,Love Wrecked (2005),Comedy Romance,love wrecked (2005),Love Wrecked (2005) Comedy Romance
92968,"World according to Ion B., The (Lumea vazuta de Ion B) (2009)",Documentary,"world according to ion b., the (lumea vazuta de ion b) (2009)","World according to Ion B., The (Lumea vazuta de Ion B) (2009) Documentary"
92980,Comanche Territory (Territorio comanche) (1997),Drama War,comanche territory (territorio comanche) (1997),Comanche Territory (Territorio comanche) (1997) Drama War
93002,Father Takes a Wife (1941),Comedy Romance,father takes a wife (1941),Father Takes a Wife (1941) Comedy Romance
93006,"Very Potter Musical, A (2009)",Comedy Musical,"very potter musical, a (2009)","Very Potter Musical, A (2009) Comedy Musical"
93008,"Very Potter Sequel, A (2010)",Comedy Musical,"very potter sequel, a (2010)","Very Potter Sequel, A (2010) Comedy Musical"
93014,Perifery (Härmä) (2012),Drama,perifery (härmä) (2012),Perifery (Härmä) (2012) Drama
93022,Miss Nobody (2010),Comedy Crime,miss nobody (2010),Miss Nobody (2010) Comedy Crime
93024,Retreat (2011),Thriller,retreat (2011),Retreat (2011) Thriller
93029,Guy and Madeline on a Park Bench (2009),Drama Musical,guy and madeline on a park bench (2009),Guy and Madeline on a Park Bench (2009) Drama Musical
93035,"Great Sinner, The (1949)",Drama,"great sinner, the (1949)","Great Sinner, The (1949) Drama"
93037,Her Highness and the Bellboy (1945),Comedy Romance,her highness and the bellboy (1945),Her Highness and the Bellboy (1945) Comedy Romance
93040,"Civil War, The (1990)",Documentary War,"civil war, the (1990)","Civil War, The (1990) Documentary War"
93061,October Baby (2011),Drama,october baby (2011),October Baby (2011) Drama
93063,Khodorkovsky (2011),Documentary Drama,khodorkovsky (2011),Khodorkovsky (2011) Documentary Drama
93070,Ursul (2011),Comedy Drama,ursul (2011),Ursul (2011) Comedy Drama
93083,Live Music (2009),Animation,live music (2009),Live Music (2009) Animation
93114,Ro.Go.Pa.G. (1963),Comedy Drama,ro.go.pa.g. (1963),Ro.Go.Pa.G. (1963) Comedy Drama
93116,Paris Belongs to Us (Paris nous appartient) (1961),Mystery,paris belongs to us (paris nous appartient) (1961),Paris Belongs to Us (Paris nous appartient) (1961) Mystery
93126,Bag of Bones (2011),Horror,bag of bones (2011),Bag of Bones (2011) Horror
93128,"Mozart's Sister (Nannerl, la soeur de Mozart) (2011)",Drama Romance,"mozart's sister (nannerl, la soeur de mozart) (2011)","Mozart's Sister (Nannerl, la soeur de Mozart) (2011) Drama Romance"
93132,Seven Days in Utopia (2011),Drama,seven days in utopia (2011),Seven Days in Utopia (2011) Drama
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy,"women on the 6th floor, the (les femmes du 6ème étage) (2010)","Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010) Comedy"
93136,One of Our Dinosaurs Is Missing (1975),Adventure Comedy,one of our dinosaurs is missing (1975),One of Our Dinosaurs Is Missing (1975) Adventure Comedy
93139,Mega Shark vs. Crocosaurus (2010),Action Adventure Horror,mega shark vs. crocosaurus (2010),Mega Shark vs. Crocosaurus (2010) Action Adventure Horror
93142,Wrong Turn 4 (2011),Action Horror Thriller,wrong turn 4 (2011),Wrong Turn 4 (2011) Action Horror Thriller
93162,Moscow Clad in Snow (Moscou sous la neige) (1909),Documentary,moscow clad in snow (moscou sous la neige) (1909),Moscow Clad in Snow (Moscou sous la neige) (1909) Documentary
93164,Sleep Tight (Mientras duermes) (2011),Horror Thriller,sleep tight (mientras duermes) (2011),Sleep Tight (Mientras duermes) (2011) Horror Thriller
93168,"Munekata Sisters, The (Munekata kyôdai) (1950)",Drama,"munekata sisters, the (munekata kyôdai) (1950)","Munekata Sisters, The (Munekata kyôdai) (1950) Drama"
93172,Arena (2011),Action Thriller,arena (2011),Arena (2011) Action Thriller
93181,Mail Order Bride (1964),Comedy Western,mail order bride (1964),Mail Order Bride (1964) Comedy Western
93183,"Satan Bug, The (1965)",Sci-Fi Thriller,"satan bug, the (1965)","Satan Bug, The (1965) Sci-Fi Thriller"
93185,Poppy Shakespeare (2008),Drama,poppy shakespeare (2008),Poppy Shakespeare (2008) Drama
93187,Freedom (2000),Drama,freedom (2000),Freedom (2000) Drama
93189,"Price of Forgiveness, The (Ndeysaan) (2001)",Drama,"price of forgiveness, the (ndeysaan) (2001)","Price of Forgiveness, The (Ndeysaan) (2001) Drama"
93191,I Saw Mommy Kissing Santa Claus (2002),Children Comedy,i saw mommy kissing santa claus (2002),I Saw Mommy Kissing Santa Claus (2002) Children Comedy
93193,Red Hill (2010),Crime Thriller Western,red hill (2010),Red Hill (2010) Crime Thriller Western
93196,Zone Troopers (1985),Action Sci-Fi War,zone troopers (1985),Zone Troopers (1985) Action Sci-Fi War
93201,"Ice Rink, The (La patinoire) (1998)",Comedy Romance,"ice rink, the (la patinoire) (1998)","Ice Rink, The (La patinoire) (1998) Comedy Romance"
93204,"Secret Glory, The (2001)",Documentary,"secret glory, the (2001)","Secret Glory, The (2001) Documentary"
93206,"Woman Who Drinks, The (La femme qui boit) (2001)",Drama Romance,"woman who drinks, the (la femme qui boit) (2001)","Woman Who Drinks, The (La femme qui boit) (2001) Drama Romance"
93208,Mickey's The Prince and the Pauper (1990),Animation Children,mickey's the prince and the pauper (1990),Mickey's The Prince and the Pauper (1990) Animation Children
93210,"Life of Another, The (La vie d'une autre) (2012)",Comedy Drama Mystery,"life of another, the (la vie d'une autre) (2012)","Life of Another, The (La vie d'une autre) (2012) Comedy Drama Mystery"
93212,"Cat in Paris, A (Une vie de chat) (2010)",Animation Crime Mystery,"cat in paris, a (une vie de chat) (2010)","Cat in Paris, A (Une vie de chat) (2010) Animation Crime Mystery"
93217,Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo) (1966),Comedy Sci-Fi,dr. goldfoot and the girl bombs (le spie vengono dal semifreddo) (1966),Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo) (1966) Comedy Sci-Fi
93240,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha) (2011),Animation Drama Fantasy,children who chase lost voices from deep below (hoshi o ou kodomo) (journey to agartha) (2011),Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha) (2011) Animation Drama Fantasy
93242,Gone (2012),Drama Thriller,gone (2012),Gone (2012) Drama Thriller
93263,"Plastic Age, The (1925)",Comedy Romance,"plastic age, the (1925)","Plastic Age, The (1925) Comedy Romance"
93265,Courageous (2011),Drama,courageous (2011),Courageous (2011) Drama
93267,Flywheel (2003),Drama,flywheel (2003),Flywheel (2003) Drama
93270,Project X (2012),Comedy,project x (2012),Project X (2012) Comedy
93272,Dr. Seuss' The Lorax (2012),Animation Fantasy Musical IMAX,dr. seuss' the lorax (2012),Dr. Seuss' The Lorax (2012) Animation Fantasy Musical IMAX
93279,Darling (2007),Drama,darling (2007),Darling (2007) Drama
93287,"Big Year, The (2011)",Comedy,"big year, the (2011)","Big Year, The (2011) Comedy"
93289,"Liar, The (Valehtelija) (1981)",Comedy Drama,"liar, the (valehtelija) (1981)","Liar, The (Valehtelija) (1981) Comedy Drama"
93291,"Stone Left Unturned, A (Kovat miehet) (2000)",Comedy Drama,"stone left unturned, a (kovat miehet) (2000)","Stone Left Unturned, A (Kovat miehet) (2000) Comedy Drama"
93295,Mr. Moto's Last Warning (1939),Crime Mystery Thriller,mr. moto's last warning (1939),Mr. Moto's Last Warning (1939) Crime Mystery Thriller
93297,Act of Valor (2012),Action Thriller War,act of valor (2012),Act of Valor (2012) Action Thriller War
93320,Trailer Park Boys (1999),Comedy Crime,trailer park boys (1999),Trailer Park Boys (1999) Comedy Crime
93322,Don Quixote (1933),Adventure Comedy Drama,don quixote (1933),Don Quixote (1933) Adventure Comedy Drama
93324,Undefeated (2011),Documentary,undefeated (2011),Undefeated (2011) Documentary
93326,This Means War (2012),Action Comedy Romance,this means war (2012),This Means War (2012) Action Comedy Romance
93328,One A.M. (1916),Comedy,one a.m. (1916),One A.M. (1916) Comedy
93330,"Cure, The (1917)",Comedy,"cure, the (1917)","Cure, The (1917) Comedy"
93333,"Bank, The (1915)",Comedy,"bank, the (1915)","Bank, The (1915) Comedy"
93336,"Night Out, A (1915)",Comedy,"night out, a (1915)","Night Out, A (1915) Comedy"
93344,"Earth Dies Screaming, The (1964)",Horror Sci-Fi,"earth dies screaming, the (1964)","Earth Dies Screaming, The (1964) Horror Sci-Fi"
93351,"Dark Side of the Sun, The (1988)",Drama Romance,"dark side of the sun, the (1988)","Dark Side of the Sun, The (1988) Drama Romance"
93363,John Carter (2012),Action Adventure Sci-Fi IMAX,john carter (2012),John Carter (2012) Action Adventure Sci-Fi IMAX
93365,Canned Dreams (Säilöttyjä unelmia) (2012),Documentary,canned dreams (säilöttyjä unelmia) (2012),Canned Dreams (Säilöttyjä unelmia) (2012) Documentary
93367,Sunnyside (1919),Comedy,sunnyside (1919),Sunnyside (1919) Comedy
93376,When We Leave (Die Fremde) (2010),Drama,when we leave (die fremde) (2010),When We Leave (Die Fremde) (2010) Drama
93379,Genius Within: The Inner Life of Glenn Gould (2009),Documentary,genius within: the inner life of glenn gould (2009),Genius Within: The Inner Life of Glenn Gould (2009) Documentary
93391,10 Mountains 10 Years (2010),Documentary,10 mountains 10 years (2010),10 Mountains 10 Years (2010) Documentary
93393,Great Directors (2009),Documentary,great directors (2009),Great Directors (2009) Documentary
93399,"Take, The (1974)",Crime Drama,"take, the (1974)","Take, The (1974) Crime Drama"
93404,Queen: Days of Our Lives (2011),Documentary,queen: days of our lives (2011),Queen: Days of Our Lives (2011) Documentary
93406,Police (1916),Comedy,police (1916),Police (1916) Comedy
93408,Behind the Screen (1916),Comedy Romance,behind the screen (1916),Behind the Screen (1916) Comedy Romance
93418,Easy Street (1917),Comedy,easy street (1917),Easy Street (1917) Comedy
93420,"Art of Flight, The (2011)",Adventure Documentary,"art of flight, the (2011)","Art of Flight, The (2011) Adventure Documentary"
93422,Starbuck (2011),Comedy,starbuck (2011),Starbuck (2011) Comedy
93432,Forks Over Knives (2011),Documentary,forks over knives (2011),Forks Over Knives (2011) Documentary
93437,Deserter (Dezertir) (1933),Drama,deserter (dezertir) (1933),Deserter (Dezertir) (1933) Drama
93439,Skies Above the Landscape (Nebo iznad krajolika) (2006),Comedy,skies above the landscape (nebo iznad krajolika) (2006),Skies Above the Landscape (Nebo iznad krajolika) (2006) Comedy
93441,United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi) (2007),Drama,united red army (jitsuroku rengo sekigun: asama sanso e no michi) (2007),United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi) (2007) Drama
93443,Goon (2011),Comedy Drama,goon (2011),Goon (2011) Comedy Drama
93448,Landscape with a Woman (Zena s krajolikom) (1989),Drama,landscape with a woman (zena s krajolikom) (1989),Landscape with a Woman (Zena s krajolikom) (1989) Drama
93450,Blind Pig Who Wants to Fly (Babi buta yang ingin terbang) (2008),Drama,blind pig who wants to fly (babi buta yang ingin terbang) (2008),Blind Pig Who Wants to Fly (Babi buta yang ingin terbang) (2008) Drama
93455,¡Qué hacer! (1970),Drama,¡qué hacer! (1970),¡Qué hacer! (1970) Drama
93457,"Hidden Face, The (La cara oculta) (2011)",Thriller,"hidden face, the (la cara oculta) (2011)","Hidden Face, The (La cara oculta) (2011) Thriller"
93459,In Gold We Trust (600 kilos d'or pur) (2010),Adventure,in gold we trust (600 kilos d'or pur) (2010),In Gold We Trust (600 kilos d'or pur) (2010) Adventure
93463,Eye of the Devil (1966),Horror Mystery,eye of the devil (1966),Eye of the Devil (1966) Horror Mystery
93467,Listen to Your Heart (2010),Drama Musical Romance,listen to your heart (2010),Listen to Your Heart (2010) Drama Musical Romance
93469,Dead on Time (1983),Comedy Drama Romance,dead on time (1983),Dead on Time (1983) Comedy Drama Romance
93473,Pale Cocoon (Peiru Kokun) (2006),Animation Sci-Fi,pale cocoon (peiru kokun) (2006),Pale Cocoon (Peiru Kokun) (2006) Animation Sci-Fi
93475,"Awakening, The (2011)",Horror Thriller,"awakening, the (2011)","Awakening, The (2011) Horror Thriller"
93479,"Round Up, The (La Rafle) (2010)",Drama War,"round up, the (la rafle) (2010)","Round Up, The (La Rafle) (2010) Drama War"
93481,Miral (2010),Drama,miral (2010),Miral (2010) Drama
93484,Princess of Mars (2009),Sci-Fi Thriller War,princess of mars (2009),Princess of Mars (2009) Sci-Fi Thriller War
93490,Law of the Lawless (Brigada) (2002),Crime,law of the lawless (brigada) (2002),Law of the Lawless (Brigada) (2002) Crime
93492,Like Water (2011),Documentary,like water (2011),Like Water (2011) Documentary
93496,Cencoroll (2009),Action Animation Sci-Fi,cencoroll (2009),Cencoroll (2009) Action Animation Sci-Fi
93498,Game Change (2012),Drama,game change (2012),Game Change (2012) Drama
93500,Kill by Inches (1999),Fantasy Horror Thriller,kill by inches (1999),Kill by Inches (1999) Fantasy Horror Thriller
93502,"Ledge, The (2011)",Drama Thriller,"ledge, the (2011)","Ledge, The (2011) Drama Thriller"
93504,Bestseller (Be-seu-teu-sel-leo) (2010),Horror Mystery Thriller,bestseller (be-seu-teu-sel-leo) (2010),Bestseller (Be-seu-teu-sel-leo) (2010) Horror Mystery Thriller
93510,21 Jump Street (2012),Action Comedy Crime,21 jump street (2012),21 Jump Street (2012) Action Comedy Crime
93512,"Jeff, Who Lives at Home (2012)",Comedy Drama,"jeff, who lives at home (2012)","Jeff, Who Lives at Home (2012) Comedy Drama"
93516,Blackballed: The Bobby Dukes Story (2004),Comedy,blackballed: the bobby dukes story (2004),Blackballed: The Bobby Dukes Story (2004) Comedy
93520,Adventures of Captain Marvel (1941),Action Adventure Fantasy Mystery Sci-Fi,adventures of captain marvel (1941),Adventures of Captain Marvel (1941) Action Adventure Fantasy Mystery Sci-Fi
93522,Captain Midnight (1942),Action Adventure Thriller,captain midnight (1942),Captain Midnight (1942) Action Adventure Thriller
93531,Harmagedon (1986),Action Drama,harmagedon (1986),Harmagedon (1986) Action Drama
93533,City of Fear (1959),Crime Thriller,city of fear (1959),City of Fear (1959) Crime Thriller
93535,Treed Murray (2001),Drama,treed murray (2001),Treed Murray (2001) Drama
93544,Satan Never Sleeps (1962),Drama War,satan never sleeps (1962),Satan Never Sleeps (1962) Drama War
93547,S.O.S. Coast Guard (1937),Action Adventure Sci-Fi Thriller,s.o.s. coast guard (1937),S.O.S. Coast Guard (1937) Action Adventure Sci-Fi Thriller
93550,Yes Or No (2010),Comedy Drama Romance,yes or no (2010),Yes Or No (2010) Comedy Drama Romance
93552,Blind (Beul-la-in-deu) (2011),Drama Horror Thriller,blind (beul-la-in-deu) (2011),Blind (Beul-la-in-deu) (2011) Drama Horror Thriller
93563,Lockout (2012),Action Sci-Fi Thriller,lockout (2012),Lockout (2012) Action Sci-Fi Thriller
93568,Punksters & Youngsters (Punk - Tauti joka ei tapa) (2008),Documentary,punksters & youngsters (punk - tauti joka ei tapa) (2008),Punksters & Youngsters (Punk - Tauti joka ei tapa) (2008) Documentary
